"anio","numero","enunciado","opcion1","opcion2","opcion3","opcion4","opcion5","correcta"
"2000","117","Señale qué fármaco, entre los que se relacionan, se usa en el tratamiento de las hipercolesterolemias, debidas a la disminución en la absorción de ácidos biliares de vías gastrointestinales:","Fibrinógeno.","Protrombina.","Factor XII de coagulación.","Fator IX de coagulación. 5.Factor VIII de coagulación. 1. Lovastatina. 2. Colestipol. 3.Nacina. 4. Probucol. 5. Genfibrocil.","","2"
"2000","118","Indique qué fármaco, de los que se relacionan, se usa en el tratamiento de las alteraciones neurológicas que se producen en la anemia perniciosa:","Gluconato ferroso.","Cianocobalamina.","Eritropoyetina.","Acido fólico. 5.Filgrastim.","","2"
"2000","119","Señale qué fármaco, entre los que se relacionan, es más efectivo en el tratamiento agudo de ataque de gota:","Alopurinol.","Triptófano.","Arginina.","Aspartato. 5.Lsina. 1.Alopurinol. 2. Probenecida. 3.Aspirina. 4.Acido para-aminobenzoico. 5.Cochicina.","","5"
"2000","120","En relación con la Amiodarona cuál de las siguientes afirmaciones es FALSA:","Pertenece a la clase II de fármacos antiarrítmicos.","Activa canales deK +","Prolonga el potencial de acción en células cardíacas.","Prolonga el periodo refractario en células cardíacas. Tiene una semivida de eliminación larga.","","2"
"2000","121","El montelukast es una antagonista de receptores de leucotrienos utilizados como:","Antiinflamatorio.","Antipirético.","Antiasmático.","Antireumático. 5.Antigotoso.","","3"
"2000","122","En un paciente con hipercalcemia que debe ser tratado con un diurético, cuál de los siguientes utilizaremos:","","Acido Algínico.","6-mercaptopurina.","N-acetilcisteina. 5.3,4-diaminopiridina.","","2"
"2000","125","Indique cual de los siguientes bloqueantes neuromusculares es un agente despolarizante:","La absorción oral es rápida y prácticamente completa.","Se metaboliza por O-desmetilación, Ndesacilación y glucuronoconjugación.","La absorción por vía rectal es rápida y ofrece menor posibilidad de reacciones adversas.","Presenta una escasa unión a proteínas plasmáticas y tisulares. 5.El1 0 - 2 0 %se elimina sin metabolizar por secrección tubular activa.","","1"
"2000","126","De las siguientes afirmaciones sobre la espectinomicina indique cuál es la FALSA:","Cromoglicato disódico.","Salbutamol.","Codeína4.Ambroxol. 5.Ketotifeno.","Se administra por vía intramuscular en dosis única. No presenta toxicidad importante","","2"
"2000","127","iQu \ 6 fármaco sería el más adecuado para su administración en caso de intoxicación aguda De los siguientes compuestos, indique cuál es un agonista alfa-1:","Prazosina.","Nafazolina.","Clonidina.","Dobutamina. 5. Isoxuprina.","","4"
"2000","128","i Cu a I de los siguientes fármacos antihistamínicos de tipo H-2 posee un anillo imidazólico?:","Hidroclorotiazida.","Furosemida.","Amilorida.","Manitol. 5.Espironolactona. 1.Ranitidina. 2.Cimetidina. 3.Famotidina. 4.Roxatidina. 5.Nizatidina.","","2"
"2000","129","Cu dl de las siguientes características farmacocinéticas de la indometacina es INCORRECTA?:","Fludarabina.","Citarabina.","6-mercaptopurina.","Floxuridina. 5.Fluorouracilo.","","4"
"2000","130","Los siguientes compuestos tienen propiedades diuréticas excepto uno. Indique cuál:","Succinilcolina.","Pancuronio.","Tubocurarina.","Atracurio. 5.Vecuronio. 1.Manitol. 2.Olsalazina. 3.Amilorida. 4.Furosemida. 5.Triamtereno.","","2"
"2000","133","La hipotensión postural que producen los Anti-","Bloqueo de la captación de5-HT.","Bloqueo de los receptores alfa l adrenergicos.","Bloqueo de la captación de NA.","Bloqueo de los receptores histamínicos5.Bloqueo de los receptores colinérgicos.","","2"
"2000","134","La bicuculina:","Bloquea los receptores GABA B.","Ejerce su efecto estimulante a nivel de las motoneuronas.","Bloque la liberación de glicina.","Es una herramienta experimental para estudiar la transmisión GABA. 5.A dosis bajas se utiliza para estimular el SNC.","","4"
"2000","135","Cu a I de los siguientes fármacos estimula la secreción de insulina?:","Metformina.","Tolbutamida.","Acarbosa.","Troglitazona. 5.Azapropazona.","","2"
"2000","136","i Cu a I de los siguientes fármacos antivíricos actúa por un mecanismo de inhibición de la transcriptasa inversa?:","Vidaravina.","Foscarnet.","Didanosina.","Amantadina. 5.Aciclovir.","","3"
"2000","137","i Cu dl de los siguientes antagonistas del calcio posee cierta selectividad para los vasos cerebrales?:","Verapamilo.","Nimodipino.","Nifedipino.","Diliazem. 5.Amiodipino.","","2"
"2000","139","Indique cuál de las siguientes drogas actúa inhibiendo la recaptación de catecolaminas en las terminaciones nerviosas del SNC:","Cocaína.","Cafeína.","Fenciclidina.","Psilocibina. 5.Mescalina.","","1"
"2000","140","La Fluvoxamina:","Es un inhibidor de la acetilcolinesterasa2.Es inhibidor de la ciclooxigenasa. 3.Es un inhibidor selectivo de la recaptación de5-HT. 4.Es un inhibidor selectivo de la recaptación de5-HT y antagonista de los receptores5-HT2A. 5.Es un inhibidor selectivo de la recaptación de5-HT y NA.","","Es un inhibidor selectivo de la recaptación de5-HT.","Es un inhibidor selectivo de la recaptación de5-HT y antagonista de los receptores5-HT2A. 5.Es un inhibidor selectivo de la recaptación de5-HT y NA.","","3"
"2000","141","De forma general, un aumento en la motilidad intestinal puede producir:","Un incremento de la biodisponibilidad en magnitud y en velocidad.","Un descenso de la biodisponibilidad en mag nitud y en velocidad.","Un incremento de la biodisponibilidad en magnitud sin modificar la velocidad.","Un descenso de la biodisponibilidad en velocidad sin modificar la magnitud. 5.Un descenso de la biodisponibilidad en magnitud sin modificar la velocidad.","","5"
"2000","142","Dos especialidades farmacéuticas se consideran bioequivalentes sí:","","Presentan la misma biodisponibilidad en magnitud y velocidad y contienen la misma cantidad de principio activo.","Se presentan en la misma forma farmacéutica y tienen la misma biodisponibilidad en velocidad y magnitud.","Presentan la misma biodisponibilidad en velocidad y magnitud. 5.Contienen el mismo principio activo, la misma forma de dosificación y se administran por la misma vía.","","4"
"2000","143","i Cu a I de las siguientes características farmacocinéticas de las benzamidas NO es correcta?:","Absorción oral buena.","Se alcanza la concentración máxima en1 h.","Metabolismo hepático no variable.","Biodisponibilidad entre individuos fluctuante. 5.Atraviesa la barrera hematoencefálica.","","3"
"2000","144","Al administrar un fármaco en infusión intravenosa continua ¿cuántas semividas deben transcurrir para que las concentraciones del mimo alcancen el9 0 %de la meseta plasmática?:","","","2. 3. 3. 3.3.","4. 5. 5.","","3"
"2000","145","Indique las unidades de expresión correctas para la velocidad máxima (Vmax) en un proceso farmacocinético no lineal.","Miligramos.","Miligramos/día.","Hooras.","Miligramos/litro. 5.Litros.","","2"
"2000","146","Indique la ecuación que relaciona la biodisponibilidad (F) de un fármaco, tras su administración oral, con el coeficiente de extracción hepático (E):","F= 1-E.","F= 1+E.","F= Ex Fu (Fu= Fracción de fármaco libre)","F= E/Fu. 5.F = 1 - ( ExFu )","","1"
"2000","147","La presencia de alimentos en el tracto gastrointestinal puede afectar a la biodisponibilidad de los fármacos. Indique el fármaco cuya absorción no se modifica por la presencia de alimentos:","Amoxicilina.","Griseofulvina.","Propanolol.","Isoniacida. 5.Prednisona.","","5"
"2000","149","¿Cuál de las siguientes características farmacocinéticas del fluorouracilo es correcta?:","Presenta valores altos de biodisponibilidad2.No pasa al líquido cefalorraquídeo. 3.No se metaboliza. 4.Aclaramiento plasmático muy variable. 5.La vía habitual de administración no es la vía intravenosa.","","No se metaboliza.","Aclaramiento plasmático muy variable. 5.La vía habitual de administración no es la vía intravenosa.","","4"
"2000","150","i Cu de las siguientes características farmacocinéticas de la anfetamina NO es correcta?:","Se elimina por orina en forma activa2.Su eliminación urinaria aumenta al alcalinizar la orina. 3.Atraviesa la barrera hematoencefálica. 4.No es metabolizada por la MAO. 5.Se absorbe bien por vía gastrointestinal.","","Atraviesa la barrera hematoencefálica.","No es metabolizada por la MAO. 5.Se absorbe bien por vía gastrointestinal.","","2"
"2000","151","Con cual de las siguientes vías se consigue un efecto anestésico más rápido, regular y constante:","Epidural.","Intratecal o intrarraquídea.","Intramuscular.","Intraarterial. 5.Intracardiaca.","","2"
"2000","152","Qué dosis de tobramicina, administrada por vía endovenosa cada8 horas, requiere un paciente de6 6, 5 ~ kg para alcanzar una concentración media de equilibrio de2 ~ g / m L sabiendo que presenta una constante de eliminación de0, 5 h - 1 y un volumen de distribución de0. 3 0 \ L / kg (20 L):","3500 mg.","160 mg.","500 mg.","1 0 0 0 \ mg. 5.1 6 ~ mg.","","2"
"2000","153","Transcurridas dos semividas de eliminación de un fármaco que se ajusta a un modelo monocompartimental con eliminación de primer orden y se administra por vía endovenosa:","","Sólo queda un7 5 %remanente de la dosis administrada.","Sólo queda un remanente del2 5 %de la dosis administrada.","Se ha eliminado un2 5 %de la dosis. 5. Se ha eliminado el9 0 %de la dosis.","","3"
"2000","154","En un régimen de dosis múltiple de un fármaco administrado por vía oral (cinéticas de absorcióny eliminación de orden uno), la situación de equilibrio estacionario:","Se alcanza cuando la velocidad de adminis tración se hace igual a la de eliminación.","Se produce porque la velocidad de eliminación del fármaco se reduce a medida que la cantidad de fármaco en el organismo aumenta.","Proporciona concentraciones de fármaco que fluctúan dentro del intervalo y se incrementan progresivamente en el curso del tratamiento.","Se considera, a efectos prácticos, que se alcanza cuando transcurren3 veces la vida media de eliminación del fármaco. 5.Se alcanza transcurrida al menos una semana de tratamiento.","","1"
"2000","155","La biodisponibilidad es una medida de:","","La cantidad de medicamento que llega al torrente circulatorio.","El área bajo la curva de concentración plasmática frente al tiempo.","El efecto de primer paso. 5. La cantidad de medicamento que ha sido liberada de la forma farmacéutica","","1"
"2000","156","La relación entre la cantidad media de fármaco en el organismo tras la administración de la nésima dosis,y la cantidad media de fármaco en el organismo en el estado de equilibrio, representa:","El índice de acumulación del fármaco en el organismo.","La fracción de estado de equilibrio alcanzado tras la administración de la dosis n.","El índice de fluctuación.","El tiempo necesario para alcanzar el estado estacionario..La dosis de choque.","","2"
"2000","157","El aclaramiento hepático aumenta de forma significativa cuando:","Aumenta el flujo sanguíneo hepático y el fármaco tiene una tasa de extracción hepática elevada.","Disminuye el flujo sanguíneo hepático y el fármaco tiene una tasa de extracción hepática elevada.","Aumenta el flujo sanguíneo hepático y el fármaco representa baja tasa de extracción hepática.","Disminuye el flujo sanguíneo y el fármaco presenta baja tasa de extracción hepática. 5.Aumenta la fracción de fármaco libre y el fármaco tiene una tasa de extracción elevada.","","1"
"2000","158","El tiempo medio de residencia en el lugar de absorción es:","Sensible a los cambios en la disposición del fármaco en el organismo.","Un parámetro puntual que informa sobre la cantidad de fármaco remanente en el lugar de absorción.","La inversa de la constante de velocidad de absorción.","El tiempo medio de residencia del fármaco en el organismo tras su administración por vía extravasal. 5.La inversa de la constante de velocidad de eliminación.","","3"
"2000","159","El factor que determina la significación clínica de una interacción por desplazamiento de la unión a proteínas plasmáticas es:","La constante de velocidad de eliminación del fármaco desplazante.","La constante de velocidad de absorción del fármaco desplazado.","El aclaramiento plasmático del fármaco desplazante.","El porcentaje de unión del fármaco desplazado. 5. La constante de velocidad de eliminación del fármaco desplazado","","4"
"2000","160","En relación con el piruvato:","","Se convierte en malonil CoA mediante el complejo piruvato deshidrogenasa.","Genera alanina por descarboxilación.","Es el producto final de la glucolisis anaeróbica. 5.Genera acetil CoA mediante la acetato tioquinasa.","","1"
"2000","161","La glucosa no se puede sintetizar en los animales a partir de:","Propionato.","Ácidos grasos de cadena par de átomos de C.","Fructosa.","Galactosa. 5.Manosa.","","2"
"2000","162","En la biosíntesis del anillo de purina no interviene:","Fragmento de2C-tetrahidrofolato.","Gicina.","Amino del aspartato.","Amida de la Glutamina. 5. HC O3:.","","1"
